Empresa,Nicho,Site,WhatsApp,Instagram,Google_Maps,Status,Notas,Link_WhatsApp
Clínica Odontológica - Dra. Sâmia Caldas,Clínica Odontológica,https://wa.me/message/ZFIGMNUZMS7PA1,091993868504,Não encontrado,"https://www.google.com.br/maps/place/Cl%C3%ADnica+Odontol%C3%B3gica+-+Dra.+S%C3%A2mia+Caldas/@-2.9995329,-47.4269327,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92b767584a5bb97f:0x5a491b8fd5de93cb!8m2!3d-2.9995329!4d-47.350715!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1cmQxRnRhR3BUUjFadFVWaHZNVkpyTVZCaWJXUkdXakowU2xaRlJSQULgAQD6AQQIABAW!16s%2Fg%2F11ld43y0ll?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091993868504
CSB Centro Saúde Bucal,Clínica Odontológica,https://wa.me/message/ZFIGMNUZMS7PA1,09132494764,Não encontrado,"https://www.google.com.br/maps/place/CSB+Centro+Sa%C3%BAde+Bucal/@-1.4581969,-48.5721823,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48e8a55ca6efd:0x1f881b1052b7d729!8m2!3d-1.4581969!4d-48.4959646!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJDY2pkTFZUZFJSUkFC4AEA-gEFCIkBECs!16s%2Fg%2F1v3lr0m7?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/5509132494764
Oral Clínica,Clínica Odontológica,https://oralclinicabelem.com.br/implantes/,091992829511,Não encontrado,"https://www.google.com.br/maps/place/Oral+Cl%C3%ADnica/@-1.4581969,-48.5721823,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48c2c8967d6c1:0x934ab06537c22a2!8m2!3d-1.4575136!4d-48.4725841!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVEzWjNWVE5GSkJFQUXgAQD6AQUIpgEQRg!16s%2Fg%2F1ptyg9s71?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091992829511
Tudo Odonto Belém,Clínica Odontológica,https://www.tudoodonto.com.br/,091982622250,Não encontrado,"https://www.google.com.br/maps/place/Tudo+Odonto+Bel%C3%A9m/@-1.4581969,-48.5721823,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48b811b0ffaf7:0x1db5ed326ff0ee08!8m2!3d-1.4589694!4d-48.4932648!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJ1YW1VMk1HTkJFQUXgAQD6AQQIQxAk!16s%2Fg%2F11rp70zsct?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091982622250
Pará Dentes - Matriz - Clínica Odontológica,Clínica Odontológica,https://paradentes.com.br/,091981193140,Não encontrado,"https://www.google.com.br/maps/place/Par%C3%A1+Dentes+-+Matriz+-+Cl%C3%ADnica+Odontol%C3%B3gica/@-1.4022422,-48.508812,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48bfedb2e65ad:0x1b70c8aba60ebe5c!8m2!3d-1.4022422!4d-48.4325943!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwb1MxbHNjSE5STWtsM1ZVZHNUbUpYU25CaWVsWnpVbXMxTlUxRlJSQULgAQD6AQQIABAy!16s%2Fg%2F11g1wb719h?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091981193140
Clínica Odontológica OdontoClean,Clínica Odontológica,https://www.facebook.com/odontocleanparagominas/,091991738934,Não encontrado,"https://www.google.com.br/maps/place/Cl%C3%ADnica+Odontol%C3%B3gica+OdontoClean/@-2.9927775,-47.428559,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92b75df5e2a6358f:0x2e45a83f7479357c!8m2!3d-2.9927775!4d-47.3523413!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEGSAQdkZW50aXN04AEA!16s%2Fg%2F11c6_qly49?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091991738934
Clínica Odontológica DNTBRAS Belém Guamá,Clínica Odontológica,https://wa.me/5591988503078,091988503078,Não encontrado,"https://www.google.com.br/maps/place/Cl%C3%ADnica+Odontol%C3%B3gica+DNTBRAS+Bel%C3%A9m+Guam%C3%A1/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48ddb76d4a509:0xe13d434a13cfaaa9!8m2!3d-1.4671157!4d-48.4656567!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVVJCY3kxUFEwRjNFQUXgAQD6AQQIABA7!16s%2Fg%2F11px539ytc?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091988503078
Vamos Sorrir - Belém,Clínica Odontológica,https://vamossorrir.com.br/,09131198737,Não encontrado,"https://www.google.com.br/maps/place/Vamos+Sorrir+-+Bel%C3%A9m/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48f494f95ea85:0x3e67498ac3a451f6!8m2!3d-1.4492975!4d-48.4981384!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQdkZW50aXN0mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwT2VsbFZkRWRpTTNBMVpETmthRTVYZUROV2FtUkxXakJ3ZG1JeFJSQULgAQD6AQQIABBB!16s%2Fg%2F11srrgzqh2?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/5509131198737
Dra. Rísia,Clínica Odontológica,https://www.risialara.com/,091993922159,Não encontrado,"https://www.google.com.br/maps/place/Dra.+R%C3%ADsia/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48fbd00c940e5:0xa59c31ed1553934e!8m2!3d-1.459795!4d-48.488538!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQdkZW50aXN0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5QY1dNM1VUUjNSUkFC4AEA-gEECFcQOg!16s%2Fg%2F11qpvxtw61?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091993922159
Clínica Odontológica DNTBRAS Belém Comércio,Clínica Odontológica,https://wa.me/5591981258224,091981258224,Não encontrado,"https://www.google.com.br/maps/place/Cl%C3%ADnica+Odontol%C3%B3gica+DNTBRAS+Bel%C3%A9m+Com%C3%A9rcio/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48fe6be461a1f:0x856856ab559c672a!8m2!3d-1.4519736!4d-48.5011098!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJmYUhGMmJXUkJFQUXgAQD6AQQIQBA0!16s%2Fg%2F11n8pfc_7c?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091981258224
Clínica ReinaOdonto,Clínica Odontológica,https://reinaodonto.com.br/,09132649388,Não encontrado,"https://www.google.com.br/maps/place/Cl%C3%ADnica+ReinaOdonto/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a489e5d014de59:0xb5e6c822b534fc7b!8m2!3d-1.4162523!4d-48.4791575!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVIxTTE5Mk1tRkJFQUXgAQD6AQUIxQIQPg!16s%2Fg%2F11kxk_jtqt?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/5509132649388
Oral Saúde Mais Belém - Clínica Odontológica - Dr. Thiago Mendes,Clínica Odontológica,https://wa.me/message/ZFIGMNUZMS7PA1,09133528490,Não encontrado,"https://www.google.com.br/maps/place/Oral+Sa%C3%BAde+Mais+Bel%C3%A9m+-+Cl%C3%ADnica+Odontol%C3%B3gica+-+Dr.+Thiago+Mendes/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48d2cab9de961:0x60ce6402e2c2b861!8m2!3d-1.4476452!4d-48.4760806!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJvY0ZwVFdtdG5SUkFC4AEA-gEECAAQQQ!16s%2Fg%2F11h96p2n30?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/5509133528490
Soul Dental Studio Odontologia,Clínica Odontológica,http://souldentalstudio.com/,091988686888,Não encontrado,"https://www.google.com.br/maps/place/Soul+Dental+Studio+Odontologia/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48e99b1f83af1:0x559a47954b30667a!8m2!3d-1.4468789!4d-48.4869065!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVI0TFhKeVMzbFJSUkFC4AEA-gEECAAQPw!16s%2Fg%2F11ddyk09hd?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091988686888
CORE Centro Odontológico de Reabilitação,Clínica Odontológica,https://bio.site/corebelem,091985483081,Não encontrado,"https://www.google.com.br/maps/place/CORE+Centro+Odontol%C3%B3gico+de+Reabilita%C3%A7%C3%A3o/@-1.4671157,-48.5418744,13z/data=!4m10!1m2!2m1!1zQ2zDrW5pY2EgT2RvbnRvbMOzZ2ljYSBlbSBCZWzDqW0sIFBB!3m6!1s0x92a48f0002e57021:0xfdce5261e78b8255!8m2!3d-1.4588984!4d-48.4957481!15sCiRDbMOtbmljYSBPZG9udG9sw7NnaWNhIGVtIEJlbMOpbSwgUEFaJSIjY2zDrW5pY2Egb2RvbnRvbMOzZ2ljYSBlbSBiZWzDqW0gcGGSAQ1kZW50YWxfY2xpbmljmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxb1VHSXhPVTFWUjNjeFVrWndNa3hZYkV4a2VrSnlZV3BLU1ZSWVl4QULgAQD6AQQIchA2!16s%2Fg%2F11ltj88g6l?entry=ttu&g_ep=EgoyMDI2MDIxMS4wIKXMDSoASAFQAw%3D%3D",Pendente,Oportunidade,https://wa.me/55091985483081
